,names,managers,addresses,types,urls,phones,被保険者数,登記注意事項,lat,lon
30118,株式会社山内工務店,山内富壽夫,足立区花畑７丁目１１番１３号,建設,-,03-3860-2251,15,,35.809662,139.819232
30119,株式会社千寿岩磐浴,-,足立区千住龍田町２番１４号,-,-,-,,,35.75121,139.795375
30120,株式会社エコエナジーラボ,善養寺幸子,足立区島根２丁目２７番３号,-,-,-,,,35.782287,139.800268
30121,株式会社四万十,-,足立区大谷田５丁目２番１２号,-,-,-,3,,35.78373,139.839345
30122,株式会社高橋材木店,-,足立区鹿浜１丁目１８番１８号,小売,-,-,1,,35.776167,139.748476
30123,株式会社オフィスてんてん,-,足立区千住１丁目１番８号,-,-,-,,,35.747835,139.801407
30124,株式会社山光企画,山崎照文,足立区加賀１丁目８番９号,-,https://www.sankou-kikaku.com/,-,15,,35.788745,139.758953
30125,株式会社ＳＯＨＷＡ−ＣＥＦ,-,足立区南花畑５丁目１番５―１１７号,-,-,-,1,,35.796305,139.813981
30126,株式会社奈良電工,-,足立区興野１丁目７番１９号,-,-,-,3,,35.769563,139.782365
30127,マリンサポート株式会社,-,足立区千住大川町２７番１３号,-,-,-,,,35.757149,139.79809
30128,川口スチール株式会社,-,足立区入谷９丁目２１番１５号,-,-,-,,,35.809011,139.754661
30129,株式会社エイト,青木耀市,足立区綾瀬３丁目１３番１号,-,http://tennis8.com,-,1,,35.764004,139.826444
30130,株式会社足立消毒,-,足立区花畑６丁目２１番５号,-,-,-,1,,35.805748,139.817971
30131,株式会社ＷＯＯＤ　ＯＮＥ,-,足立区花畑６丁目１５番１号,-,-,-,2,,35.805748,139.817971
30132,株式会社河童堂,-,足立区中央本町２丁目１１番１２号,-,-,-,2,,35.769019,139.807742
30133,株式会社アモンズ,-,足立区梅田３丁目１３番６号,-,-,-,1,,35.763036,139.79696
30134,株式会社健創社,-,足立区東和１丁目７番１０号,-,-,-,,,35.766668,139.837754
30135,株式会社流通販売,-,足立区保塚町１７番１６号,-,-,-,,,35.786674,139.812942
30136,株式会社システムマスター,-,足立区興野２丁目２１番１０号,-,-,-,1,,35.768833,139.777366
30137,株式会社イーグルピーク,-,足立区西新井栄町１丁目４番１１号,-,-,-,1,,35.774025,139.788795
30138,株式会社アイズコーポレーション,-,足立区千住曙町４１番１−１４０６号,-,http://monjaya.jp/,-,3,,35.741828,139.814018
30139,株式会社新星冷熱,-,足立区花畑６丁目３７番１１号,-,-,-,1,,35.805748,139.817971
30140,株式会社伍代商事,橋本健二,足立区入谷２丁目１２番８号,運輸・倉庫関連,http://www.godai-transport.co.jp/,-,66,,35.808771,139.764252
30141,株式会社ＹＤコーポレーション,-,足立区保木間３丁目７番８号,-,-,-,2,,35.796447,139.806375
30142,株式会社美訓物産,韓春福,足立区保木間４丁目４０番９号,小売,http://www.iloveseoul.co.jp/,-,3,,35.798723,139.805974
30143,Ｎｓ企画株式会社,-,足立区六町３丁目４番３４号,-,-,-,,,35.785898,139.818488
30144,株式会社クラッチ,-,足立区皿沼２丁目１番１９号,-,-,-,,,35.791652,139.767304
30145,株式会社アンフィニスポーツ,-,足立区千住河原町２３番１号,-,http://www.infinisports.co.jp,-,16,,35.743103,139.798787
30146,レイモン株式会社,-,足立区江北２丁目２５番１９号,-,-,-,2,,35.768191,139.763191
30147,株式会社ＯＺＭＡ,-,足立区西新井栄町１丁目１９番３９−１９０７号,-,-,-,,,35.774025,139.788795
30148,株式会社イワムラ,-,足立区中央本町４丁目１５番９−４０１号,-,-,-,,,35.775434,139.808267
30149,株式会社足立企画,-,足立区古千谷本町２丁目１２番１８号,サービス,-,-,5,,35.805545,139.77599
30150,株式会社ビーエスフーズ,-,足立区大谷田４丁目７番４−１０２号,-,-,-,5,,35.778912,139.838128
30151,株式会社ミタニ・プランニング,-,足立区梅田６丁目１８番５号,-,-,-,3,,35.768341,139.79706
30152,株式会社村越不動産,-,足立区東和３丁目２番１８−１０１号,不動産、レンタル・リース,http://murakosi.jp,03-5842-1577,1,,35.771717,139.837921
30153,株式会社ｖｏｃｅ,村上紀子,足立区本木１丁目２６番４号,サービス,-,-,,,35.761206,139.785729
30155,エムス工業株式会社,-,足立区西新井本町２丁目２７番１４号,-,-,-,,,35.775826,139.772349
30156,株式会社ＴＫカンパニー,梶利彦,足立区西新井２丁目１１番１４号,-,-,-,7,,35.784381,139.781432
30157,株式会社キヨプラ,-,足立区栗原３丁目３０番３号,-,-,-,,,35.780269,139.785368
30158,株式会社ヤワタ,-,足立区足立２丁目３０番５号,-,-,-,1,,35.758779,139.81049
30159,株式会社ブラス,-,足立区西伊興３丁目２番１０号,-,-,-,1,,35.798353,139.777356
30160,東京電線工業株式会社,-,足立区島根１丁目１３番１号,商社,-,03-3884-1101,1,,35.77926,139.799926
30161,株式会社リンク,中山敏雄,足立区千住旭町１１番１２号,-,https://www.google.co.jp/url?sa=t&rct=j&q=&esrc=s&source=web&cd=8&cad=rja&uact=8&ved=0ahUKEwj_o5-gwYPYAhUIspQKHVI6AVoQFghOMAc&url=http%3A%2F%2Flink-f.jp%2Fpanhu%2Fpanhu5.doc&usg=AOvVaw2ZIjCcladaaFfGAIvOBMwV,-,15,,35.748874,139.80716
30162,株式会社なごみ,-,足立区大谷田２丁目１４番１０−３０８号,医療・福祉,-,-,1,,35.782465,139.845017
30164,株式会社クスノキ,-,足立区保木間４丁目４８番１３号,-,-,-,9,,35.798723,139.805974
30165,株式会社Ｋ・Ｆ・Ｓ,-,足立区梅田３丁目１１番１８号,-,-,-,,,35.763036,139.79696
30166,株式会社クリスチャンサービス,-,足立区保木間４丁目２１番１０号,サービス,-,-,1,,35.798723,139.805974
30167,株式会社ＳＡＮＫＯ,-,足立区千住旭町３９番９号グランコリーナ２１２,-,-,-,,,35.748874,139.80716
30168,株式会社ハギワラ,萩原賢一,足立区六木４丁目３番１９号,-,http://kk-hagiwara.co.jp/,03-3620-7117,80,,35.795981,139.838221
30170,エーシーアイ・エンタープライズ株式会社,-,足立区興野１丁目７番１０号,-,-,-,,,35.769563,139.782365
30172,株式会社塩野目工芸,-,足立区興野２丁目３０番１３号,-,http://shionome.co.jp,-,5,,35.768833,139.777366
30173,ミクプラ株式会社,-,足立区皿沼３丁目４番１８号,-,-,-,2,,35.794327,139.766861
30174,株式会社Ｇ．Ｐ．Ｊ．,-,足立区竹の塚４丁目２番１１−４０３号,-,-,-,1,,35.793974,139.800052
30175,株式会社サン・ヒルズ,-,足立区関原３丁目２０番３号,建設,http://sun-hills.co.jp/,-,3,,35.771742,139.788709
30176,株式会社外山商会,-,足立区綾瀬６丁目１５番５号,-,-,-,,,35.77093,139.826063
30177,株式会社大十型枠,山富治郎,足立区南花畑２丁目４０番２号,建設,http://daitokatawaku.com,03-3859-0362,4,,35.790927,139.819521
30178,株式会社サニィライズ,-,足立区梅島２丁目１８番１５号,-,-,-,,,35.77665,139.800335
30179,株式会社ＥＶＥＲ６,-,足立区谷在家１丁目１９番７号,サービス,-,-,,,35.786648,139.771071
30180,センケンエンジニアリング株式会社,-,足立区西新井７丁目３番１７号,-,-,-,,,35.780571,139.771587
30181,株式会社フェイスアップ,-,足立区伊興２丁目１２番２７号,-,-,-,1,,35.792936,139.781086
30182,株式会社さが和,-,足立区東和２丁目２７番１１号,-,-,-,,,35.768813,139.841969
30184,株式会社岩井商事,-,足立区伊興２丁目２番３１号,-,-,-,3,,35.792936,139.781086
30185,株式会社トータル人事システム,-,足立区西新井７丁目８番３号,-,-,-,1,,35.780571,139.771587
30186,ワールド・シー・アイ株式会社,-,足立区足立１丁目１９番５−５０２号,-,-,-,,,35.761522,139.805576
30187,株式会社オリエンタル物流,代表取締役 佐藤 榮男,足立区青井３丁目５番２６−３１８号,-,http://www.oriental-log.jp/,-,5,,35.771768,139.819242
30188,株式会社ヤマト自動車貿易,-,足立区竹の塚３丁目１番１８号,-,-,-,,,35.790758,139.800143
30189,株式会社サンシャイン貿易,神林叡子,足立区神明南１丁目１番１号,-,http://sunshinetrade.jp/,-,8,,35.788641,139.828751
30190,株式会社サンオー,-,足立区西新井５丁目３５番５号,-,-,-,,,35.784404,139.775653
30191,株式会社イーソフトウィング,-,足立区谷中２丁目１９−２トップ北綾瀬第二３０３室,-,-,-,,,35.775863,139.832888
30192,株式会社城北エステート,-,足立区六町１丁目１５番９号,不動産、レンタル・リース,http://www.jestate.co.jp,03-5356-6688,6,,35.782186,139.822913
30194,株式会社カオス,-,足立区綾瀬２丁目４０番１号,-,-,-,,,35.759926,139.828332
30195,株式会社Ｍ’ｓ・ファクトリー,-,足立区保木間５丁目２２番６−１０４号,-,-,-,,,35.80436,139.803197
30196,株式会社ケイワイ,-,足立区大谷田５丁目１８番３号,-,-,-,,,35.78373,139.839345
30197,株式会社ケーズエステート,-,足立区西竹の塚１丁目１２番地６号桜華杏１０１号,-,-,-,,,35.792027,139.788406
30199,ＳＩＧコンサルティング株式会社,-,足立区千住１丁目３７番２号,-,-,-,,,35.747835,139.801407
30200,株式会社斉藤工業,斉藤雄三,足立区千住河原町４７番地１１号,-,http://www.saitokogyo.jp/,-,11,,35.743103,139.798787
30202,株式会社レグルス,-,足立区鹿浜７丁目２５番１７号,-,-,-,,,35.785268,139.763499
30203,株式会社ヒューマンサービス,室井裕幸,足立区伊興１丁目６番２２号,-,http://humanservice.jp,-,9,,35.790038,139.784815
30204,株式会社スキルプラカ,瀧沢友子,足立区足立２丁目４０番１６号,-,http://www.skillplaca.co.jp/,-,5,,35.758779,139.81049
30205,慎功業株式会社,畑岡誠,足立区神明南１丁目５番８号,建設,-,03-6383-1360,2,,35.788641,139.828751
30206,株式会社インターナショナルテック,-,足立区一ツ家４丁目１４番３号,-,-,-,,,35.780235,139.817408
30207,株式会社リード,山屋潤,足立区六木１丁目４番６号,-,http://www.jpaol.rakuten.co.jp,-,3,,35.791125,139.837839
30208,株式会社翔栄,-,足立区鹿浜７丁目１３番２−４０８号,-,-,-,1,,35.785268,139.763499
30210,株式会社ＷＩＴ,-,足立区綾瀬２丁目４３番５‐４０４号綾瀬ダイカンプラザ,-,http://www.witinc.co.jp,-,1,,35.759926,139.828332
30211,株式会社モダン・アート,-,足立区綾瀬２丁目２４番８−４０３号,-,-,-,,,35.759926,139.828332
30212,株式会社壱蔵屋本舗,-,足立区古千谷本町３丁目２番８号,-,-,-,2,,35.808648,139.776726
30213,株式会社Ｍｏｖｉｎｇ土地開発,-,足立区保木間１丁目７番６号,-,-,-,,,35.790538,139.806494
30214,鴨川工業株式会社,-,足立区鹿浜５丁目２８番３号,サービス,-,-,3,,35.785595,139.754383
30215,生島工業株式会社,-,足立区辰沼１丁目８番１１号,-,-,-,14,,35.785467,139.835066
30216,サン・プランニング株式会社,-,足立区栗原３丁目１０番１５号Ｔ、Ｋ、Ｓ税理士ビル１Ｆ,-,-,-,,,35.780269,139.785368
30217,株式会社イーペットケア,-,足立区島根２丁目２４番１−８０４号,-,-,-,1,,35.782287,139.800268
30219,株式会社ＳＡＮＴＥグループ,下川鉄也,足立区保木間３丁目２４番１号,医療・福祉,-,-,7,,35.796447,139.806375
30220,株式会社フライトツースリー,-,足立区千住３丁目３４番地,-,-,-,,,35.751635,139.802709
30221,株式会社アール工芸,土屋良一,足立区江北７丁目２７番１２−１００１号,建設,-,03-3855-7500,2,,35.780768,139.763566
30222,株式会社ＤＯＴリンク,-,足立区関原２丁目１番６号,-,-,-,,,35.766962,139.789046
30223,株式会社アイランド,-,足立区保木間５丁目８番２３号,-,-,-,2,,35.80436,139.803197
30224,株式会社サプリング,-,足立区加平３丁目３番１７号ライオンズステーションプラザ北綾瀬４１７,-,-,-,,,35.780082,139.82902
30225,株式会社ＭＣＮ,-,足立区千住１丁目４番１号,-,-,-,,,35.747835,139.801407
30226,株式会社ごはんぎょ,-,足立区入谷１丁目１６番１２号,-,-,-,0,,35.803769,139.768468
30227,株式会社友工業,石山友三郎,足立区一ツ家２丁目５番１４号,建設,-,03-3860-5145,9,,35.783317,139.813445
30228,株式会社野口管工設備,野口愼一,足立区大谷田２丁目３番３５号４号棟１０１号,建設,-,03-6382-8880,2,,35.782465,139.845017
30229,三貴産業株式会社,-,足立区伊興３丁目９番９号,-,-,-,,,35.793973,139.785411
30230,株式会社　ジャパン花壇,中川祐行,足立区南花畑４丁目３４番１号,-,http://www.japankadan.com/,-,13,,35.796992,139.819152
30232,ファーイーストソフト株式会社,-,足立区梅田７丁目１９番１６−５０７号,-,-,-,1,,35.769553,139.800673
30233,株式会社ＳＥＴ　ＵＰ,-,足立区大谷田５丁目２２番６−３０１号,-,-,-,1,,35.78373,139.839345
30234,株式会社中屋,-,足立区鹿浜４丁目８番１８号,-,-,-,,,35.781259,139.758237
30235,株式会社トレジャールーム,菅和広,足立区千住２丁目２４番地１,建設,http://www.tr-room.co.jp/,-,16,,35.74958,139.801967
30236,株式会社若林測量,-,足立区竹の塚２丁目１２番１６号Ｆマンション１０３,-,-,-,1,,35.791029,139.795441
30237,株式会社コノス,-,足立区綾瀬３丁目２番８−７０２号,-,-,-,,,35.764004,139.826444
30239,株式会社コリン,-,足立区栗原１丁目６番１６号,-,-,-,4,,35.780414,139.789422
30240,株式会社竹の子,-,足立区鹿浜１丁目２０番１０号,-,-,-,1,,35.776167,139.748476
30241,株式会社神山通商,-,足立区辰沼１丁目１番１５号,-,-,-,,,35.785467,139.835066
30242,株式会社ＴＳプロジェクト,-,足立区青井３丁目３２番１−２０７号,-,-,-,,,35.771768,139.819242
30243,株式会社フープインザフッド,-,足立区保木間１丁目１３番２７号パークサイド河内内,-,-,-,15,,35.790538,139.806494
30244,株式会社Ｋ・Ｙ・Ｋ,-,足立区千住旭町２２番７号,-,-,-,2,,35.748874,139.80716
30245,株式会社誠和,-,足立区谷中４丁目６番２号サンロイヤル２０４,-,-,-,,,35.782042,139.832019
30246,株式会社Ｐ＆Ｓｙｓｔｅｍ,-,足立区千住東２丁目１０番１号,-,-,-,5,,35.745471,139.808241
30249,株式会社アルロ,-,足立区六木４丁目７番６号,-,-,-,29,,35.795981,139.838221
30251,株式会社ダップ,-,足立区千住曙町４１番１−２５０１号,-,-,-,,,35.741828,139.814018
30252,中島兄弟社株式会社,-,足立区青井２丁目１番６号,サービス,http://www.nbkk.net,03-6410-8522,,,35.772297,139.814732
